filepath,label
data/raw\buildings\12067.jpg,buildings
data/raw\buildings\12068.jpg,buildings
data/raw\buildings\12070.jpg,buildings
data/raw\buildings\12091.jpg,buildings
data/raw\buildings\12103.jpg,buildings
data/raw\buildings\12134.jpg,buildings
data/raw\buildings\12135.jpg,buildings
data/raw\buildings\12144.jpg,buildings
data/raw\buildings\12157.jpg,buildings
data/raw\buildings\12160.jpg,buildings
data/raw\buildings\12168.jpg,buildings
data/raw\buildings\12169.jpg,buildings
data/raw\buildings\12171.jpg,buildings
data/raw\buildings\12172.jpg,buildings
data/raw\buildings\12193.jpg,buildings
data/raw\buildings\12200.jpg,buildings
data/raw\buildings\12221.jpg,buildings
data/raw\buildings\12223.jpg,buildings
data/raw\buildings\12231.jpg,buildings
data/raw\buildings\12232.jpg,buildings
data/raw\buildings\12233.jpg,buildings
data/raw\buildings\12244.jpg,buildings
data/raw\buildings\12257.jpg,buildings
data/raw\buildings\12263.jpg,buildings
data/raw\buildings\12265.jpg,buildings
data/raw\buildings\12268.jpg,buildings
data/raw\buildings\12273.jpg,buildings
data/raw\buildings\12280.jpg,buildings
data/raw\buildings\12288.jpg,buildings
data/raw\buildings\12290.jpg,buildings
data/raw\buildings\12295.jpg,buildings
data/raw\buildings\12315.jpg,buildings
data/raw\buildings\12330.jpg,buildings
data/raw\buildings\12348.jpg,buildings
data/raw\buildings\12382.jpg,buildings
data/raw\buildings\12384.jpg,buildings
data/raw\buildings\12391.jpg,buildings
data/raw\buildings\12393.jpg,buildings
data/raw\buildings\12396.jpg,buildings
data/raw\buildings\12400.jpg,buildings
data/raw\buildings\12406.jpg,buildings
data/raw\buildings\12417.jpg,buildings
data/raw\buildings\12426.jpg,buildings
data/raw\buildings\12427.jpg,buildings
data/raw\buildings\12432.jpg,buildings
data/raw\buildings\12435.jpg,buildings
data/raw\buildings\12451.jpg,buildings
data/raw\buildings\12462.jpg,buildings
data/raw\buildings\12489.jpg,buildings
data/raw\buildings\12494.jpg,buildings
data/raw\buildings\12500.jpg,buildings
data/raw\buildings\12507.jpg,buildings
data/raw\buildings\12512.jpg,buildings
data/raw\buildings\12513.jpg,buildings
data/raw\buildings\12517.jpg,buildings
data/raw\buildings\12533.jpg,buildings
data/raw\buildings\12535.jpg,buildings
data/raw\buildings\12536.jpg,buildings
data/raw\buildings\12540.jpg,buildings
data/raw\buildings\12543.jpg,buildings
data/raw\buildings\12544.jpg,buildings
data/raw\buildings\12551.jpg,buildings
data/raw\buildings\12552.jpg,buildings
data/raw\buildings\12555.jpg,buildings
data/raw\buildings\12561.jpg,buildings
data/raw\buildings\12578.jpg,buildings
data/raw\buildings\12590.jpg,buildings
data/raw\buildings\12602.jpg,buildings
data/raw\buildings\12615.jpg,buildings
data/raw\buildings\12617.jpg,buildings
data/raw\buildings\12629.jpg,buildings
data/raw\buildings\12632.jpg,buildings
data/raw\buildings\12636.jpg,buildings
data/raw\buildings\12649.jpg,buildings
data/raw\buildings\12659.jpg,buildings
data/raw\buildings\12668.jpg,buildings
data/raw\buildings\12669.jpg,buildings
data/raw\buildings\12680.jpg,buildings
data/raw\buildings\12684.jpg,buildings
data/raw\buildings\12685.jpg,buildings
data/raw\buildings\12692.jpg,buildings
data/raw\buildings\12703.jpg,buildings
data/raw\buildings\12716.jpg,buildings
data/raw\buildings\12719.jpg,buildings
data/raw\buildings\12720.jpg,buildings
data/raw\buildings\12727.jpg,buildings
data/raw\buildings\12729.jpg,buildings
data/raw\buildings\12733.jpg,buildings
data/raw\buildings\12734.jpg,buildings
data/raw\buildings\12736.jpg,buildings
data/raw\buildings\12741.jpg,buildings
data/raw\buildings\12744.jpg,buildings
data/raw\buildings\12755.jpg,buildings
data/raw\buildings\12758.jpg,buildings
data/raw\buildings\12761.jpg,buildings
data/raw\buildings\12766.jpg,buildings
data/raw\buildings\12770.jpg,buildings
data/raw\buildings\12782.jpg,buildings
data/raw\buildings\12789.jpg,buildings
data/raw\buildings\12802.jpg,buildings
data/raw\buildings\12817.jpg,buildings
data/raw\buildings\12818.jpg,buildings
data/raw\buildings\12827.jpg,buildings
data/raw\buildings\12863.jpg,buildings
data/raw\buildings\12864.jpg,buildings
data/raw\buildings\12874.jpg,buildings
data/raw\buildings\12887.jpg,buildings
data/raw\buildings\12913.jpg,buildings
data/raw\buildings\12925.jpg,buildings
data/raw\buildings\12930.jpg,buildings
data/raw\buildings\12934.jpg,buildings
data/raw\buildings\12938.jpg,buildings
data/raw\buildings\12939.jpg,buildings
data/raw\buildings\12942.jpg,buildings
data/raw\buildings\12943.jpg,buildings
data/raw\buildings\12963.jpg,buildings
data/raw\buildings\12973.jpg,buildings
data/raw\buildings\12982.jpg,buildings
data/raw\buildings\12990.jpg,buildings
data/raw\buildings\12994.jpg,buildings
data/raw\buildings\12996.jpg,buildings
data/raw\buildings\12999.jpg,buildings
data/raw\buildings\13008.jpg,buildings
data/raw\buildings\13010.jpg,buildings
data/raw\buildings\13023.jpg,buildings
data/raw\buildings\13024.jpg,buildings
data/raw\buildings\13027.jpg,buildings
data/raw\buildings\13050.jpg,buildings
data/raw\buildings\13079.jpg,buildings
data/raw\buildings\13082.jpg,buildings
data/raw\buildings\13111.jpg,buildings
data/raw\buildings\13124.jpg,buildings
data/raw\buildings\13131.jpg,buildings
data/raw\buildings\13135.jpg,buildings
data/raw\buildings\13143.jpg,buildings
data/raw\buildings\13170.jpg,buildings
data/raw\buildings\13171.jpg,buildings
data/raw\buildings\13183.jpg,buildings
data/raw\buildings\13184.jpg,buildings
data/raw\buildings\13188.jpg,buildings
data/raw\buildings\13191.jpg,buildings
data/raw\buildings\13213.jpg,buildings
data/raw\buildings\13216.jpg,buildings
data/raw\buildings\13220.jpg,buildings
data/raw\buildings\13222.jpg,buildings
data/raw\buildings\13234.jpg,buildings
data/raw\buildings\13236.jpg,buildings
data/raw\buildings\13238.jpg,buildings
data/raw\buildings\13247.jpg,buildings
data/raw\buildings\13253.jpg,buildings
data/raw\buildings\13258.jpg,buildings
data/raw\buildings\13276.jpg,buildings
data/raw\buildings\13284.jpg,buildings
data/raw\buildings\13287.jpg,buildings
data/raw\buildings\13308.jpg,buildings
data/raw\buildings\13315.jpg,buildings
data/raw\buildings\13338.jpg,buildings
data/raw\buildings\13352.jpg,buildings
data/raw\buildings\13357.jpg,buildings
data/raw\buildings\13364.jpg,buildings
data/raw\buildings\13371.jpg,buildings
data/raw\buildings\13377.jpg,buildings
data/raw\buildings\13383.jpg,buildings
data/raw\buildings\13395.jpg,buildings
data/raw\buildings\13400.jpg,buildings
data/raw\buildings\13404.jpg,buildings
data/raw\buildings\13409.jpg,buildings
data/raw\buildings\13432.jpg,buildings
data/raw\buildings\13452.jpg,buildings
data/raw\buildings\13453.jpg,buildings
data/raw\buildings\13463.jpg,buildings
data/raw\buildings\13470.jpg,buildings
data/raw\buildings\13472.jpg,buildings
data/raw\buildings\13474.jpg,buildings
data/raw\buildings\13477.jpg,buildings
data/raw\buildings\13478.jpg,buildings
data/raw\buildings\13480.jpg,buildings
data/raw\buildings\13486.jpg,buildings
data/raw\buildings\13490.jpg,buildings
data/raw\buildings\13511.jpg,buildings
data/raw\buildings\13526.jpg,buildings
data/raw\buildings\13533.jpg,buildings
data/raw\buildings\13534.jpg,buildings
data/raw\buildings\13537.jpg,buildings
data/raw\buildings\13538.jpg,buildings
data/raw\buildings\13540.jpg,buildings
data/raw\buildings\13568.jpg,buildings
data/raw\buildings\13579.jpg,buildings
data/raw\buildings\13583.jpg,buildings
data/raw\buildings\13590.jpg,buildings
data/raw\buildings\13599.jpg,buildings
data/raw\buildings\13603.jpg,buildings
data/raw\buildings\13609.jpg,buildings
data/raw\buildings\13621.jpg,buildings
data/raw\buildings\13622.jpg,buildings
data/raw\buildings\13624.jpg,buildings
data/raw\buildings\13629.jpg,buildings
data/raw\buildings\13640.jpg,buildings
data/raw\buildings\13649.jpg,buildings
data/raw\buildings\13674.jpg,buildings
data/raw\buildings\13676.jpg,buildings
data/raw\buildings\13681.jpg,buildings
data/raw\buildings\13689.jpg,buildings
data/raw\buildings\13697.jpg,buildings
data/raw\buildings\13702.jpg,buildings
data/raw\buildings\13735.jpg,buildings
data/raw\buildings\13741.jpg,buildings
data/raw\buildings\13745.jpg,buildings
data/raw\buildings\13746.jpg,buildings
data/raw\buildings\13753.jpg,buildings
data/raw\buildings\13770.jpg,buildings
data/raw\buildings\13777.jpg,buildings
data/raw\buildings\13779.jpg,buildings
data/raw\buildings\13790.jpg,buildings
data/raw\buildings\13796.jpg,buildings
data/raw\buildings\13806.jpg,buildings
data/raw\buildings\13812.jpg,buildings
data/raw\buildings\13813.jpg,buildings
data/raw\buildings\13815.jpg,buildings
data/raw\buildings\13822.jpg,buildings
data/raw\buildings\13823.jpg,buildings
data/raw\buildings\13827.jpg,buildings
data/raw\buildings\13835.jpg,buildings
data/raw\buildings\13843.jpg,buildings
data/raw\buildings\13844.jpg,buildings
data/raw\buildings\13846.jpg,buildings
data/raw\buildings\13848.jpg,buildings
data/raw\buildings\13860.jpg,buildings
data/raw\buildings\13863.jpg,buildings
data/raw\buildings\13882.jpg,buildings
data/raw\buildings\13888.jpg,buildings
data/raw\buildings\13901.jpg,buildings
data/raw\buildings\13905.jpg,buildings
data/raw\buildings\13916.jpg,buildings
data/raw\buildings\13932.jpg,buildings
data/raw\buildings\13943.jpg,buildings
data/raw\buildings\13946.jpg,buildings
data/raw\buildings\13951.jpg,buildings
data/raw\buildings\13961.jpg,buildings
data/raw\buildings\13969.jpg,buildings
data/raw\buildings\13978.jpg,buildings
data/raw\buildings\13982.jpg,buildings
data/raw\buildings\13983.jpg,buildings
data/raw\buildings\14001.jpg,buildings
data/raw\buildings\14004.jpg,buildings
data/raw\buildings\14014.jpg,buildings
data/raw\buildings\14016.jpg,buildings
data/raw\buildings\14022.jpg,buildings
data/raw\buildings\14035.jpg,buildings
data/raw\buildings\14081.jpg,buildings
data/raw\buildings\14092.jpg,buildings
data/raw\buildings\14094.jpg,buildings
data/raw\buildings\14114.jpg,buildings
data/raw\buildings\14124.jpg,buildings
data/raw\buildings\14148.jpg,buildings
data/raw\buildings\14158.jpg,buildings
data/raw\buildings\14161.jpg,buildings
data/raw\buildings\14182.jpg,buildings
data/raw\buildings\14184.jpg,buildings
data/raw\buildings\14189.jpg,buildings
data/raw\buildings\14194.jpg,buildings
data/raw\buildings\14205.jpg,buildings
data/raw\buildings\14212.jpg,buildings
data/raw\buildings\14217.jpg,buildings
data/raw\buildings\14218.jpg,buildings
data/raw\buildings\14231.jpg,buildings
data/raw\buildings\14246.jpg,buildings
data/raw\buildings\14247.jpg,buildings
data/raw\buildings\14261.jpg,buildings
data/raw\buildings\14284.jpg,buildings
data/raw\buildings\14294.jpg,buildings
data/raw\buildings\14295.jpg,buildings
data/raw\buildings\14297.jpg,buildings
data/raw\buildings\14300.jpg,buildings
data/raw\buildings\14318.jpg,buildings
data/raw\buildings\14321.jpg,buildings
data/raw\buildings\14365.jpg,buildings
data/raw\buildings\14372.jpg,buildings
data/raw\buildings\14383.jpg,buildings
data/raw\buildings\14389.jpg,buildings
data/raw\buildings\14410.jpg,buildings
data/raw\buildings\14416.jpg,buildings
data/raw\buildings\14434.jpg,buildings
data/raw\buildings\14439.jpg,buildings
data/raw\buildings\14447.jpg,buildings
data/raw\buildings\14454.jpg,buildings
data/raw\buildings\14456.jpg,buildings
data/raw\buildings\14464.jpg,buildings
data/raw\buildings\14467.jpg,buildings
data/raw\buildings\14474.jpg,buildings
data/raw\buildings\14521.jpg,buildings
data/raw\buildings\14525.jpg,buildings
data/raw\buildings\14535.jpg,buildings
data/raw\buildings\14543.jpg,buildings
data/raw\buildings\14548.jpg,buildings
data/raw\buildings\14556.jpg,buildings
data/raw\buildings\14565.jpg,buildings
data/raw\buildings\14568.jpg,buildings
data/raw\buildings\14576.jpg,buildings
data/raw\buildings\14577.jpg,buildings
data/raw\buildings\14649.jpg,buildings
data/raw\buildings\14651.jpg,buildings
data/raw\buildings\14661.jpg,buildings
data/raw\buildings\14662.jpg,buildings
data/raw\buildings\14673.jpg,buildings
data/raw\buildings\14677.jpg,buildings
data/raw\buildings\14681.jpg,buildings
data/raw\buildings\14691.jpg,buildings
data/raw\buildings\14694.jpg,buildings
data/raw\buildings\14704.jpg,buildings
data/raw\buildings\14705.jpg,buildings
data/raw\buildings\14707.jpg,buildings
data/raw\buildings\14708.jpg,buildings
data/raw\buildings\14710.jpg,buildings
data/raw\buildings\14721.jpg,buildings
data/raw\buildings\14723.jpg,buildings
data/raw\buildings\14731.jpg,buildings
data/raw\buildings\14738.jpg,buildings
data/raw\buildings\14744.jpg,buildings
data/raw\buildings\14749.jpg,buildings
data/raw\buildings\14756.jpg,buildings
data/raw\buildings\14758.jpg,buildings
data/raw\buildings\14760.jpg,buildings
data/raw\buildings\14766.jpg,buildings
data/raw\buildings\14769.jpg,buildings
data/raw\buildings\14783.jpg,buildings
data/raw\buildings\14799.jpg,buildings
data/raw\buildings\14808.jpg,buildings
data/raw\buildings\14816.jpg,buildings
data/raw\buildings\14820.jpg,buildings
data/raw\buildings\14823.jpg,buildings
data/raw\buildings\14826.jpg,buildings
data/raw\buildings\14830.jpg,buildings
data/raw\buildings\14837.jpg,buildings
data/raw\buildings\14847.jpg,buildings
data/raw\buildings\14852.jpg,buildings
data/raw\buildings\14854.jpg,buildings
data/raw\buildings\14856.jpg,buildings
data/raw\buildings\14857.jpg,buildings
data/raw\buildings\14868.jpg,buildings
data/raw\buildings\14870.jpg,buildings
data/raw\buildings\14876.jpg,buildings
data/raw\buildings\14883.jpg,buildings
data/raw\buildings\14885.jpg,buildings
data/raw\buildings\14892.jpg,buildings
data/raw\buildings\14894.jpg,buildings
data/raw\buildings\14896.jpg,buildings
data/raw\buildings\14898.jpg,buildings
data/raw\buildings\14903.jpg,buildings
data/raw\buildings\14912.jpg,buildings
data/raw\buildings\14916.jpg,buildings
data/raw\buildings\14918.jpg,buildings
data/raw\buildings\14947.jpg,buildings
data/raw\buildings\14952.jpg,buildings
data/raw\buildings\14958.jpg,buildings
data/raw\buildings\14968.jpg,buildings
data/raw\buildings\14984.jpg,buildings
data/raw\buildings\14991.jpg,buildings
data/raw\buildings\15026.jpg,buildings
data/raw\buildings\15030.jpg,buildings
data/raw\buildings\15042.jpg,buildings
data/raw\buildings\15045.jpg,buildings
data/raw\buildings\15048.jpg,buildings
data/raw\buildings\15052.jpg,buildings
data/raw\buildings\15061.jpg,buildings
data/raw\buildings\15064.jpg,buildings
data/raw\buildings\15071.jpg,buildings
data/raw\buildings\15078.jpg,buildings
data/raw\buildings\15091.jpg,buildings
data/raw\buildings\15098.jpg,buildings
data/raw\buildings\15109.jpg,buildings
data/raw\buildings\15140.jpg,buildings
data/raw\buildings\15141.jpg,buildings
data/raw\buildings\15146.jpg,buildings
data/raw\buildings\15147.jpg,buildings
data/raw\buildings\15176.jpg,buildings
data/raw\buildings\15216.jpg,buildings
data/raw\buildings\15218.jpg,buildings
data/raw\buildings\15223.jpg,buildings
data/raw\buildings\15227.jpg,buildings
data/raw\buildings\15236.jpg,buildings
data/raw\buildings\15238.jpg,buildings
data/raw\buildings\15242.jpg,buildings
data/raw\buildings\15261.jpg,buildings
data/raw\buildings\15288.jpg,buildings
data/raw\buildings\15291.jpg,buildings
data/raw\buildings\15293.jpg,buildings
data/raw\buildings\15304.jpg,buildings
data/raw\buildings\15320.jpg,buildings
data/raw\buildings\15322.jpg,buildings
data/raw\buildings\15324.jpg,buildings
data/raw\buildings\15331.jpg,buildings
data/raw\buildings\15334.jpg,buildings
data/raw\buildings\15344.jpg,buildings
data/raw\buildings\15345.jpg,buildings
data/raw\buildings\15346.jpg,buildings
data/raw\buildings\15361.jpg,buildings
data/raw\buildings\15374.jpg,buildings
data/raw\buildings\15397.jpg,buildings
data/raw\buildings\15398.jpg,buildings
data/raw\buildings\15404.jpg,buildings
data/raw\buildings\15405.jpg,buildings
data/raw\buildings\15409.jpg,buildings
data/raw\buildings\15428.jpg,buildings
data/raw\buildings\15429.jpg,buildings
data/raw\buildings\15439.jpg,buildings
data/raw\buildings\15451.jpg,buildings
data/raw\buildings\15487.jpg,buildings
data/raw\buildings\15491.jpg,buildings
data/raw\buildings\15514.jpg,buildings
data/raw\buildings\15515.jpg,buildings
data/raw\buildings\15518.jpg,buildings
data/raw\buildings\15523.jpg,buildings
data/raw\buildings\15528.jpg,buildings
data/raw\buildings\15538.jpg,buildings
data/raw\buildings\15542.jpg,buildings
data/raw\buildings\15545.jpg,buildings
data/raw\buildings\15573.jpg,buildings
data/raw\buildings\15577.jpg,buildings
data/raw\buildings\15587.jpg,buildings
data/raw\buildings\15596.jpg,buildings
data/raw\buildings\15624.jpg,buildings
data/raw\buildings\15626.jpg,buildings
data/raw\buildings\15641.jpg,buildings
data/raw\buildings\15653.jpg,buildings
data/raw\buildings\15673.jpg,buildings
data/raw\buildings\15674.jpg,buildings
data/raw\buildings\15675.jpg,buildings
data/raw\buildings\15690.jpg,buildings
data/raw\buildings\15693.jpg,buildings
data/raw\buildings\15699.jpg,buildings
data/raw\buildings\15701.jpg,buildings
data/raw\buildings\15714.jpg,buildings
data/raw\buildings\15729.jpg,buildings
data/raw\buildings\15730.jpg,buildings
data/raw\buildings\15734.jpg,buildings
data/raw\buildings\15742.jpg,buildings
data/raw\buildings\15743.jpg,buildings
data/raw\buildings\15749.jpg,buildings
data/raw\buildings\15768.jpg,buildings
data/raw\buildings\15784.jpg,buildings
data/raw\buildings\15787.jpg,buildings
data/raw\buildings\15791.jpg,buildings
data/raw\buildings\15792.jpg,buildings
data/raw\buildings\15794.jpg,buildings
data/raw\buildings\15796.jpg,buildings
data/raw\buildings\15815.jpg,buildings
data/raw\buildings\15822.jpg,buildings
data/raw\buildings\15824.jpg,buildings
data/raw\buildings\15827.jpg,buildings
data/raw\buildings\15845.jpg,buildings
data/raw\buildings\15861.jpg,buildings
data/raw\buildings\15864.jpg,buildings
data/raw\buildings\15871.jpg,buildings
data/raw\buildings\15877.jpg,buildings
data/raw\buildings\15905.jpg,buildings
data/raw\buildings\15906.jpg,buildings
data/raw\buildings\15920.jpg,buildings
data/raw\buildings\15938.jpg,buildings
data/raw\buildings\15944.jpg,buildings
data/raw\buildings\15945.jpg,buildings
data/raw\buildings\15955.jpg,buildings
data/raw\buildings\15956.jpg,buildings
data/raw\buildings\15959.jpg,buildings
data/raw\buildings\15962.jpg,buildings
data/raw\buildings\15966.jpg,buildings
data/raw\buildings\15973.jpg,buildings
data/raw\buildings\15985.jpg,buildings
data/raw\buildings\15988.jpg,buildings
data/raw\buildings\15992.jpg,buildings
data/raw\buildings\16006.jpg,buildings
data/raw\buildings\16020.jpg,buildings
data/raw\buildings\16057.jpg,buildings
data/raw\buildings\16059.jpg,buildings
data/raw\buildings\16064.jpg,buildings
data/raw\buildings\16078.jpg,buildings
data/raw\buildings\16079.jpg,buildings
data/raw\buildings\16095.jpg,buildings
data/raw\buildings\16100.jpg,buildings
data/raw\buildings\16115.jpg,buildings
data/raw\buildings\16123.jpg,buildings
data/raw\buildings\16137.jpg,buildings
data/raw\buildings\16141.jpg,buildings
data/raw\buildings\16159.jpg,buildings
data/raw\buildings\16160.jpg,buildings
data/raw\buildings\16166.jpg,buildings
data/raw\buildings\16171.jpg,buildings
data/raw\buildings\16183.jpg,buildings
data/raw\buildings\16199.jpg,buildings
data/raw\buildings\16208.jpg,buildings
data/raw\buildings\16221.jpg,buildings
data/raw\buildings\16234.jpg,buildings
data/raw\buildings\16243.jpg,buildings
data/raw\buildings\16272.jpg,buildings
data/raw\buildings\16274.jpg,buildings
data/raw\buildings\16279.jpg,buildings
data/raw\buildings\16280.jpg,buildings
data/raw\buildings\16289.jpg,buildings
data/raw\buildings\16314.jpg,buildings
data/raw\buildings\16315.jpg,buildings
data/raw\buildings\16324.jpg,buildings
data/raw\buildings\16326.jpg,buildings
data/raw\buildings\16339.jpg,buildings
data/raw\buildings\16346.jpg,buildings
data/raw\buildings\16349.jpg,buildings
data/raw\buildings\16362.jpg,buildings
data/raw\buildings\16377.jpg,buildings
data/raw\buildings\16395.jpg,buildings
data/raw\buildings\16413.jpg,buildings
data/raw\buildings\16423.jpg,buildings
data/raw\buildings\16431.jpg,buildings
data/raw\buildings\16432.jpg,buildings
data/raw\buildings\16452.jpg,buildings
data/raw\buildings\16455.jpg,buildings
data/raw\buildings\16456.jpg,buildings
data/raw\buildings\16457.jpg,buildings
data/raw\buildings\16463.jpg,buildings
data/raw\buildings\16466.jpg,buildings
data/raw\buildings\16478.jpg,buildings
data/raw\buildings\16483.jpg,buildings
data/raw\buildings\16488.jpg,buildings
data/raw\buildings\16500.jpg,buildings
data/raw\buildings\16507.jpg,buildings
data/raw\buildings\16538.jpg,buildings
data/raw\buildings\16543.jpg,buildings
data/raw\buildings\16547.jpg,buildings
data/raw\buildings\16550.jpg,buildings
data/raw\buildings\16559.jpg,buildings
data/raw\buildings\16562.jpg,buildings
data/raw\buildings\16564.jpg,buildings
data/raw\buildings\16567.jpg,buildings
data/raw\buildings\16569.jpg,buildings
data/raw\buildings\16575.jpg,buildings
data/raw\buildings\16577.jpg,buildings
data/raw\buildings\16578.jpg,buildings
data/raw\buildings\16579.jpg,buildings
data/raw\buildings\16593.jpg,buildings
data/raw\buildings\16594.jpg,buildings
data/raw\buildings\16595.jpg,buildings
data/raw\buildings\16607.jpg,buildings
data/raw\buildings\16614.jpg,buildings
data/raw\buildings\16623.jpg,buildings
data/raw\buildings\16624.jpg,buildings
data/raw\buildings\16643.jpg,buildings
data/raw\buildings\16672.jpg,buildings
data/raw\buildings\16681.jpg,buildings
data/raw\buildings\16692.jpg,buildings
data/raw\buildings\16730.jpg,buildings
data/raw\buildings\16733.jpg,buildings
data/raw\buildings\16734.jpg,buildings
data/raw\buildings\16750.jpg,buildings
data/raw\buildings\16753.jpg,buildings
data/raw\buildings\16774.jpg,buildings
data/raw\buildings\16786.jpg,buildings
data/raw\buildings\16793.jpg,buildings
data/raw\buildings\16795.jpg,buildings
data/raw\buildings\16800.jpg,buildings
data/raw\buildings\16807.jpg,buildings
data/raw\buildings\16808.jpg,buildings
data/raw\buildings\16813.jpg,buildings
data/raw\buildings\16837.jpg,buildings
data/raw\buildings\16873.jpg,buildings
data/raw\buildings\16888.jpg,buildings
data/raw\buildings\16889.jpg,buildings
data/raw\buildings\16902.jpg,buildings
data/raw\buildings\16911.jpg,buildings
data/raw\buildings\16912.jpg,buildings
data/raw\buildings\16931.jpg,buildings
data/raw\buildings\16933.jpg,buildings
data/raw\buildings\16939.jpg,buildings
data/raw\buildings\16948.jpg,buildings
data/raw\buildings\16952.jpg,buildings
data/raw\buildings\16965.jpg,buildings
data/raw\buildings\16979.jpg,buildings
data/raw\buildings\16985.jpg,buildings
data/raw\buildings\16988.jpg,buildings
data/raw\buildings\17000.jpg,buildings
data/raw\buildings\17032.jpg,buildings
data/raw\buildings\17033.jpg,buildings
data/raw\buildings\17055.jpg,buildings
data/raw\buildings\17058.jpg,buildings
data/raw\buildings\17064.jpg,buildings
data/raw\buildings\17065.jpg,buildings
data/raw\buildings\17073.jpg,buildings
data/raw\buildings\17075.jpg,buildings
data/raw\buildings\17085.jpg,buildings
data/raw\buildings\17094.jpg,buildings
data/raw\buildings\17154.jpg,buildings
data/raw\buildings\17156.jpg,buildings
data/raw\buildings\17161.jpg,buildings
data/raw\buildings\17165.jpg,buildings
data/raw\buildings\17187.jpg,buildings
data/raw\buildings\17193.jpg,buildings
data/raw\buildings\17198.jpg,buildings
data/raw\buildings\17202.jpg,buildings
data/raw\buildings\17211.jpg,buildings
data/raw\buildings\17225.jpg,buildings
data/raw\buildings\17235.jpg,buildings
data/raw\buildings\17236.jpg,buildings
data/raw\buildings\17262.jpg,buildings
data/raw\buildings\17264.jpg,buildings
data/raw\buildings\17267.jpg,buildings
data/raw\buildings\17270.jpg,buildings
data/raw\buildings\17272.jpg,buildings
data/raw\buildings\17273.jpg,buildings
data/raw\buildings\17296.jpg,buildings
data/raw\buildings\17302.jpg,buildings
data/raw\buildings\17308.jpg,buildings
data/raw\buildings\17322.jpg,buildings
data/raw\buildings\17330.jpg,buildings
data/raw\buildings\17332.jpg,buildings
data/raw\buildings\17337.jpg,buildings
data/raw\buildings\17338.jpg,buildings
data/raw\buildings\17345.jpg,buildings
data/raw\buildings\17354.jpg,buildings
data/raw\buildings\17397.jpg,buildings
data/raw\buildings\17401.jpg,buildings
